id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency
usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1651823371,0.9967444,723283507.0,57.0,,26652521.0,0.998562,0.994817,0.00011337,0.01137,341491.0,0.04724,725332034.742248,,,1.044,-4.44879,2022-11-09T09:56:06.131Z,0.928067,7.47825,2022-06-19T16:15:11.558Z,,2023-08-16T20:16:53.293Z,-0.33233903947053994,0.011374918909845745,-0.4147473668416284
immutable-x,imx,ImmutableX,https://assets.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1665110648,0.640744181,721135546.0,58.0,1283855076.0,17793486.0,0.662863,0.634275,-0.01921543044274354,-2.91161,-18519632.134975314,-2.50382,1123390886.9500241,2000000000.0,2000000000.0,9.52,-93.26406,2021-11-26T01:03:01.536Z,0.378055,69.62025,2022-12-31T07:36:37.649Z,,2023-08-16T20:16:49.149Z,-37.20238251425938,-2.911607028634101,-12.855200613779996
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,5.38845241,705752156.0,59.0,1454251181.0,48050888.0,5.58,5.34,-0.14703680965596178,-2.65626,-18641139.67860365,-2.57335,131031753.30627233,270000000.0,270000000.0,164.9,-96.73404,2021-11-06T19:29:29.482Z,0.123718,4253.03154,2020-11-06T08:05:43.662Z,,2023-08-16T20:16:51.898Z,-70.14226853082455,-2.6562568150748853,-13.928331694123465
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,0.745200207,701257090.0,60.0,,17246159.0,0.766277,0.738411,-0.013810077943187449,-1.81948,-10945311.435129404,-1.53683,940824369.461637,,,9.12,-91.8247,2021-10-04T00:41:18.025Z,0.350476,112.64384,2018-12-07T00:00:00.000Z,"{'times': 0.5855323549520098, 'currency': 'usd', 'percentage': 58.55323549520098}",2023-08-16T20:16:52.744Z,-60.687833466256194,-1.8194849556433565,-12.405657438296862
theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,0.690042524,690614969.0,61.0,690614969.0,13796327.0,0.721381,0.683159,-0.0221301857156474,-3.10742,-17990716.896947265,-2.53889,1000000000.0,1000000000.0,1000000000.0,15.72,-95.60818,2021-04-16T13:15:11.190Z,0.04039979,1608.87425,2020-03-13T02:24:16.483Z,"{'times': 3.6002834924878306, 'currency': 'usd', 'percentage': 360.02834924878306}",2023-08-16T20:16:47.878Z,-52.58587735817824,-3.107418385692485,-10.065119072004725
apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1647476455,1.800741337,663934108.0,62.0,1801262522.0,79633802.0,1.86,1.78,-0.04453016542940391,-2.4132,-17301851.075249314,-2.53977,368593750.0,1000000000.0,1000000000.0,26.7,-93.2603,2022-04-28T21:44:21.164Z,1.77,1.75764,2023-08-01T03:45:30.342Z,,2023-08-16T20:16:53.998Z,-70.82755049373472,-2.4132039846121422,-7.939054769920466
flex-coin,flex,FLEX Coin,https://assets.coingecko.com/coins/images/9108/large/coinflex_logo.png?1628750583,6.355313036,632707804.0,63.0,633161991.0,106122.0,7.29,6.23,-0.3592765561107498,-5.35069,-18539532.427327633,-2.84677,98664938.6988896,98735764.894,98735764.894,12.32,-47.86885,2023-08-07T01:49:53.752Z,0.00047299,1357912.11516,2020-08-04T11:18:39.614Z,,2023-08-16T20:16:48.377Z,4364.098815246074,-5.350685268045136,91.22085229755366
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,32.809955413,632331677.0,64.0,689240755.0,24628384.0,34.67,32.64,-1.4356029416453353,-4.19209,-26330412.704370737,-3.99756,19266076.644239,21000000.0,21000000.0,489.75,-93.30068,2021-04-16T17:09:04.630Z,21.43,53.06856,2023-06-10T04:32:12.266Z,,2023-08-16T20:16:48.526Z,-46.26981132415333,-4.192085078009993,-9.734755604578051
bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1690515455,0.446503032,625446534.0,65.0,893494411.0,12066062.0,0.457947,0.443474,-0.002110432124385664,-0.47043,-2008142.517582655,-0.32005,1400001000.0,2000000000.0,2000000000.0,0.515471,-13.21879,2023-02-16T08:52:49.445Z,0.0142795,3032.68752,2020-06-25T04:17:05.895Z,,2023-08-16T20:16:37.990Z,180.69945831780228,-0.47043441476076264,-4.842465961294167
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.336902555,621015169.0,66.0,739379496.0,47038305.0,0.345909,0.333797,-0.004870158532948977,-1.42497,-9072885.133539677,-1.43994,1842081957.18932,2193179327.32015,2193179327.32015,5.85,-94.24032,2021-11-25T10:04:18.534Z,0.00923681,3548.32329,2017-10-31T00:00:00.000Z,"{'times': 15.84512774564068, 'currency': 'usd', 'percentage': 1584.512774564068}",2023-08-16T20:16:49.967Z,-67.567506496609,-1.4249699702026808,-17.35759610639809
fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1669652346,0.22129456,620988757.0,67.0,703582192.0,77812652.0,0.228606,0.219472,-0.006078523764289245,-2.67337,-15171186.726089597,-2.38481,2802287103.96809,3175000000.0,3175000000.0,3.46,-93.59313,2021-10-28T05:19:39.845Z,0.00190227,11548.5196,2020-03-13T02:25:38.280Z,"{'times': 6.376485330065616, 'currency': 'usd', 'percentage': 637.6485330065617}",2023-08-16T20:16:50.808Z,-40.04723080833953,-2.6733699812997265,-16.057342484658832
injective-protocol,inj,Injective,https://assets.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1628233237,7.148589195,599329755.0,68.0,715570150.0,42415738.0,7.3,7.02,-0.06888443669612254,-0.95441,-4942206.377786279,-0.81788,83755555.66,100000000.0,100000000.0,24.89,-71.2616,2021-04-30T00:33:02.969Z,0.657401,988.06547,2020-11-03T16:19:30.576Z,,2023-08-16T20:16:53.642Z,257.3336996117145,-0.954412031336172,-22.190995129246524
render-token,rndr,Render,https://assets.coingecko.com/coins/images/11636/large/rndr.png?1638840934,1.604177476,593403133.0,69.0,852541978.0,21418013.0,1.64,1.56,-0.03202634632415435,-1.95736,-10155546.808531165,-1.68261,369614018.108796,531024271.388796,531024271.388796,8.78,-81.73241,2021-11-21T10:03:19.097Z,0.03665669,4276.94733,2020-06-16T13:22:25.900Z,,2023-08-16T20:16:51.404Z,139.91588035717143,-1.9573567723427645,-16.802725094665526
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.057085124,584598609.0,70.0,1370854471.0,2281677.0,0.05972,0.056045,9.74e-06,0.01707,686939.0,0.11764,10234760080.6704,12634742118.6927,24000000000.0,0.651264,-91.21508,2021-11-14T16:09:27.130Z,0.03145312,81.89917,2022-11-29T23:20:09.754Z,,2023-08-16T20:16:51.268Z,-8.285413120970484,0.01706920026217357,-6.501862027262882
gatechain-token,gt,Gate,https://assets.coingecko.com/coins/images/8183/large/gate.png?1687143308,4.076299301,559562780.0,71.0,1222041196.0,502515.0,4.1,4.05,0.00897538,0.22067,721438.0,0.1291,137367573.56752193,300000000.0,,12.94,-68.49653,2021-05-12T11:39:16.531Z,0.25754,1483.10595,2020-03-13T02:18:02.481Z,,2023-08-16T20:16:42.145Z,-16.94106681321948,0.22067033730373284,-4.598337908522235
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,7.905885302,557580513.0,72.0,790557937.0,24486472.0,8.1,7.85,-0.06943496800474147,-0.87062,-4411939.987059951,-0.78505,70530000.0,100000000.0,,198.38,-96.01437,2018-01-15T00:00:00.000Z,0.078349,9991.65015,2016-10-21T00:00:00.000Z,"{'times': 218.60792506177816, 'currency': 'usd', 'percentage': 21860.792506177815}",2023-08-16T20:16:51.612Z,-29.40204617149159,-0.8706229424282402,-12.505567005569427
gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1600233435,0.021283779,540581259.0,73.0,1064377075.0,504941853.0,0.02189403,0.02107258,-0.000415056780965276,-1.91281,-9086973.89968288,-1.65317,25394255069.4387,25394247069.4387,50000000000.0,0.824837,-97.41487,2021-11-26T01:03:48.731Z,0.00013475,15724.29613,2020-12-28T08:46:48.367Z,,2023-08-16T20:16:52.151Z,-69.70863922647818,-1.9128067064423457,-20.336721574940306
rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1637662441,27.005510587,529926980.0,74.0,529926980.0,7450434.0,27.34,25.8,0.867062,3.31719,16801828.0,3.27441,19620795.3927166,19620795.3927166,,61.9,-56.44913,2023-04-16T19:20:19.534Z,0.00884718,304596.98851,2018-08-28T00:00:00.000Z,,2023-08-16T20:16:50.086Z,2.746609929715885,3.317188148426798,-21.24913901902508
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1631696776,0.500338971,518770949.0,75.0,726267810.0,10453264.0,0.525242,0.497659,-0.02122711387228704,-4.06988,-21084042.07151264,-3.9055,1036200000.0,1450656993.87114,1450656993.87114,42.4,-98.81542,2021-04-05T13:49:10.098Z,0.441327,13.79977,2023-06-15T11:15:32.710Z,,2023-08-16T20:16:56.399Z,-81.42679513509984,-4.069880021546176,-18.466818192048038
kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,5.341818623,517172505.0,76.0,771126145.0,1067954.0,5.5,5.32,-0.1412245527310132,-2.57566,-13681918.060712874,-2.57734,96732986.425851,144232986.425767,,28.83,-81.48081,2021-12-01T15:09:35.541Z,0.342863,1457.19915,2019-02-07T00:00:00.000Z,,2023-08-16T20:16:43.655Z,-48.98219397821618,-2.5756600522300848,-12.598508413752867
kava,kava,Kava,https://assets.coingecko.com/coins/images/9761/large/kava.png?1663638871,0.737140346,515333785.0,77.0,515307604.0,11331234.0,0.788223,0.735502,-0.046538225173470504,-5.93843,-30123700.60536176,-5.52265,698700466.0,698664969.0,,9.12,-91.90673,2021-08-30T11:10:02.948Z,0.287137,157.06395,2020-03-13T02:24:16.835Z,,2023-08-16T20:16:55.826Z,-65.64669963427676,-5.938432778344281,-19.450819302534867
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,2.6377e-05,513649892.0,78.0,553953158.0,13798749.0,2.841e-05,2.609e-05,-1.798054393221e-06,-6.38163,-39769118.04663634,-7.18608,19472129673093.0,21000000000000.0,21000000000000.0,0.00038001,-93.0612,2021-09-04T17:09:31.137Z,1.847e-05,42.7639,2021-07-20T20:49:46.212Z,,2023-08-16T20:16:39.222Z,-42.27358141936845,-6.381634618797638,-12.93111349857044
pepe,pepe,Pepe,https://assets.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1682922725,1.218e-06,512354529.0,79.0,512354529.0,93737986.0,1.28e-06,1.21e-06,-5.5005687982e-08,-4.3223,-22653327.036403537,-4.2342,420690000000000.0,420690000000000.0,420690000000000.0,4.31e-06,-71.71238,2023-05-05T16:50:45.302Z,5.5142e-08,2109.50439,2023-04-18T02:14:41.591Z,,2023-08-16T20:16:52.785Z,,-4.322301729051454,-21.060381038191768
rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1648134494,0.154726233,512123846.0,80.0,776662665.0,9398077.0,0.173079,0.156052,-0.004139717769238799,-2.60579,-13223464.69584912,-2.51709,3296951621.59,3296951622.0,5000000000.0,0.213089,-26.74862,2023-08-12T14:31:00.633Z,0.00093506,16593.1575,2022-07-02T02:46:34.730Z,,2023-08-16T20:16:46.809Z,10197.065308132995,-2.605792960223364,57.7503937643595
paxos-standard,usdp,Pax Dollar,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1629877204,0.99925919,505689967.0,81.0,505689967.0,1619737.0,1.001,0.997307,-4.1325608988507e-05,-0.00414,-68253.74226373434,-0.0135,506100005.200683,506100005.200683,,1.13,-11.38285,2018-10-15T07:09:12.459Z,0.863529,15.72434,2021-05-19T13:14:42.046Z,"{'times': -0.0007408100923723, 'currency': 'usd', 'percentage': -0.07408100923723}",2023-08-16T20:16:56.210Z,-0.11466553931845352,-0.004135453584464811,-0.31564353320884425
compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth.png?1687143191,36.59635457,492885492.0,82.0,492885492.0,4932.94,36.76,36.57,-0.12588642750815637,-0.34309,-1645063.282074809,-0.33265,13468158.1794801,13468158.1794801,,97.75,-62.593,2021-11-21T12:39:57.508Z,1.89,1838.49243,2020-03-13T02:22:33.711Z,,2023-08-16T20:07:00.737Z,-2.562817695384628,-0.34309481616842424,-3.4526534323370273
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1675848257,0.069568392,485339833.0,83.0,618456144.0,30564122.0,0.071748,0.068687,-0.001878085382295836,-2.62866,-12277092.029718935,-2.46718,6975647158.46,8888888888.0,8888888888.0,0.878633,-92.07013,2021-03-13T08:04:21.200Z,0.00410887,1595.70777,2019-09-28T00:00:00.000Z,"{'times': 2.1621996375025363, 'currency': 'usd', 'percentage': 216.21996375025364}",2023-08-16T20:16:50.451Z,-67.6313359910193,-2.628660572848041,-13.239072379853337
frax-share,fxs,Frax Share,https://assets.coingecko.com/coins/images/13423/large/Frax_Shares_icon.png?1679886947,6.575780863,479229828.0,84.0,655977788.0,25243087.0,6.63,6.41,-0.01356678842424408,-0.20589,-501423.1502202153,-0.10452,72823302.9808311,99681752.7128909,99681752.7128909,42.8,-84.63355,2022-01-12T15:22:27.465Z,1.5,337.53197,2021-06-25T16:50:51.447Z,,2023-08-16T20:16:51.384Z,11.05308537334288,-0.20588970474677692,4.532266930447273
klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/klaytn.png?1660288824,0.149721655,478380456.0,85.0,,3979200.0,0.151412,0.148233,-0.000378634215691204,-0.25225,-217705.4001210928,-0.04549,3194983536.0609,,,4.34,-96.54547,2021-03-30T03:44:28.828Z,0.06044,147.99835,2020-04-29T08:19:34.574Z,,2023-08-16T20:16:50.476Z,-49.401027513120496,-0.2522541540908378,-13.430161019441753
curve-dao-token,crv,Curve DAO,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,0.556635201,477882489.0,86.0,1841566377.0,80941515.0,0.563045,0.548436,-0.002301083261422754,-0.41169,-266712.7757718563,-0.05578,857129214.0,1997049636.13318,3303030299.0,15.37,-96.37647,2020-08-14T00:00:00.000Z,0.331577,67.98886,2020-11-05T13:09:50.181Z,,2023-08-16T20:16:49.444Z,-57.11069349900113,-0.4116897266709834,-29.71249128525022
pax-gold,paxg,PAX Gold,https://assets.coingecko.com/coins/images/9519/large/paxgold.png?1687143101,1891.410342762,470659056.0,87.0,470659056.0,8221007.0,1903.71,1890.51,-6.1774015686646635,-0.32554,-499415.1727361083,-0.106,248753.694,248753.694,,2241.37,-15.52733,2021-05-17T19:02:29.657Z,1399.64,35.27353,2019-11-18T03:09:35.959Z,,2023-08-16T20:16:57.086Z,6.650888121862842,-0.3255397062465395,-1.3484387300906278
tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/Tether_Gold.png?1668148656,1894.502608112,467156374.0,88.0,467156374.0,1167874.0,1909.99,1894.46,-8.329742095042548,-0.43775,-2485016.1631216407,-0.52913,246524.33,246524.33,,2169.74,-12.59819,2023-03-15T20:36:21.941Z,1447.84,30.9807,2020-03-19T13:45:41.821Z,,2023-08-16T20:16:56.512Z,10.402339456897117,-0.43775491278220735,-3.073772484918249
frax-ether,frxeth,Frax Ether,https://assets.coingecko.com/coins/images/28284/large/frxETH_icon.png?1679886981,1818.671524552,456714325.0,89.0,456714325.0,9366940.0,1827.09,1812.25,-5.211853251229741,-0.28576,192987.0,0.04227,251053.940572413,251053.940572413,,2134.61,-14.78753,2023-04-16T19:24:52.171Z,1137.25,59.94363,2022-11-23T02:25:33.267Z,,2023-08-16T20:16:54.125Z,,-0.2857558391429912,-3.797013083058364
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/Rune200x200.png?1671179394,1.490509113,449030480.0,90.0,746640577.0,203979726.0,1.65,1.42,-0.10666887759469357,-6.67858,-30533981.377173007,-6.36702,300700561.0,500000000.0,500000000.0,20.87,-92.84271,2021-05-19T00:30:09.436Z,0.00851264,17445.11661,2019-09-28T00:00:00.000Z,"{'times': 38.22392401905481, 'currency': 'usd', 'percentage': 3822.3924019054816}",2023-08-16T20:16:53.799Z,-43.14681379137414,-6.6785842430375455,48.832223956371294
iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,0.159245309,443312504.0,91.0,443312504.0,6096777.0,0.164554,0.157716,-0.00194895932292527,-1.20907,-4350480.066253364,-0.97182,2779530283.277761,2779530283.0,,5.25,-96.97033,2017-12-19T00:00:00.000Z,0.081637,94.78893,2020-03-13T02:22:41.168Z,"{'times': 3.0834020660006343, 'currency': 'btc', 'percentage': 308.3402066000634}",2023-08-16T20:16:48.957Z,-53.29442319639528,-1.2090748273446086,-15.891612964920885
tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1672912391,5.446700701,435813453.0,92.0,544794056.0,7206643.0,5.49,5.43,-0.004930252007000036,-0.09044,-474980.78939431906,-0.10887,79995999.94518414,100000000.0,100000000.0,22.3,-75.59817,2022-10-31T10:23:59.455Z,0.111255,4790.30134,2019-04-28T00:00:00.000Z,"{'times': 17.74940000202955, 'currency': 'usd', 'percentage': 1774.940000202955}",2023-08-16T20:16:17.947Z,-6.262227819034498,-0.09043627585707689,-9.113600804168067
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,0.445323505,423676428.0,93.0,473546275.0,9558176.0,0.460009,0.438066,-0.006128342829406219,-1.35747,-5523989.188342631,-1.28704,952038450.840039,1064100412.84004,,9.09,-95.10213,2021-06-01T01:42:37.064Z,0.380741,16.93869,2023-06-10T06:00:03.859Z,,2023-08-16T20:16:55.785Z,-47.196601517818614,-1.35747430329827,-4.402100376929923
bittorrent,btt,BitTorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1643857231,4.44e-07,422106822.0,94.0,439222427.0,18451715.0,4.55134e-07,4.41662e-07,-1.0604127823e-08,-2.33186,-11660670.931669116,-2.68823,951421714286000.0,990000000000000.0,990000000000000.0,3.43e-06,-87.05007,2022-01-21T04:00:31.909Z,4.41662e-07,0.60993,2023-08-16T17:15:24.697Z,,2023-08-16T20:16:52.565Z,-54.56555856499505,-2.331863657960913,-6.3906645001078415
casper-network,cspr,Casper Network,https://assets.coingecko.com/coins/images/15279/large/casper.PNG?1620341020,0.03699098,416152427.0,95.0,441639428.0,3742008.0,0.03808395,0.03673552,3.629e-05,0.09821,1467497.0,0.35388,11251250095.0,11940326037.0,,1.33,-97.20801,2021-05-12T00:00:00.000Z,0.02241297,65.11113,2022-06-18T20:14:44.694Z,,2023-08-16T20:16:54.808Z,2.173330632747787,0.09820967039806028,1.2121124987235015
huobi-token,ht,Huobi,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,2.531954259,403709794.0,96.0,509176661.0,4365768.0,2.56,2.52,0.00072419,0.02861,-505105.7232967019,-0.12496,159406077.0,201050000.0,201050000.0,39.66,-93.61174,2021-05-12T14:42:21.586Z,0.3138,707.40355,2023-03-10T05:05:00+08:00,"{'times': 1.557529554533803, 'currency': 'usd', 'percentage': 155.7529554533803}",2023-08-16T20:16:54.072Z,-50.62862693059548,0.028610103163627706,-6.942592220874822
terra-luna,lunc,Terra Luna Classic,https://assets.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1653547790,6.7698e-05,394034091.0,97.0,463219423.0,39589186.0,7.198e-05,6.734e-05,-2.823163357942e-06,-4.0033,-16115718.381699324,-3.92923,5817263310398.97,6838670606661.73,,119.18,-99.99994,2022-04-05T12:24:58.854Z,9.99967e-07,6673.83207,2022-05-13T02:34:40.340Z,,2023-08-16T20:16:49.635Z,-30.2761946373235,-4.003299696695687,-25.522231189058008
sui,sui,Sui,https://assets.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1683114182,0.539429927,390453979.0,98.0,5399258759.0,73716200.0,0.578054,0.537814,-0.018638157488605755,-3.33976,-12267540.367140234,-3.04616,723162190.461538,10000000000.0,10000000000.0,2.16,-75.0408,2023-05-03T12:00:26.430Z,0.537814,0.35939,2023-08-16T16:15:11.814Z,,2023-08-16T20:16:50.200Z,,-3.3397640933855333,-21.983738915769656
trust-wallet-token,twt,Trust Wallet,https://assets.coingecko.com/coins/images/11085/large/Trust.png?1588062702,0.884268041,367975466.0,99.0,883176657.0,10296470.0,0.935427,0.871818,-0.05083560478028415,-5.43636,-20957191.08922386,-5.38839,416649900.0,1000000000.0,,2.72,-67.50064,2022-12-11T23:25:46.205Z,0.00277641,31749.6705,2020-06-09T09:15:06.983Z,,2023-08-16T20:16:51.818Z,-22.453154392970408,-5.436360451882106,5.619801886147852
